[System: 192.168.1.170] INFO | 09-25-2025 15:26:32.208 | Contracts::Entering GetPostingDetails
[System: 192.168.1.73] INFO | 09-25-2025 16:48:54.996 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.012 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.012 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.012 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.012 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.012 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.027 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.027 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.043 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.043 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.043 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.043 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.043 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.074 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.074 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.074 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.090 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.090 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.105 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.105 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.105 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.121 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.121 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.121 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.121 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.121 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.137 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.137 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.152 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.152 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.152 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.168 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.168 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.168 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.168 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.168 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.183 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.183 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.199 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.199 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.199 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.215 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.215 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.230 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.230 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.230 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.246 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.246 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.262 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.262 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.262 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.277 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.277 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.293 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.293 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.293 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.56] INFO | 09-25-2025 16:48:55.293 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 09-25-2025 16:48:55.293 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 09-25-2025 16:48:55.293 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.308 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.308 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.324 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.324 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.324 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.56] ERROR | 09-25-2025 16:48:55.324 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.324 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.324 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.340 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.340 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.340 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.340 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.355 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.355 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.355 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.355 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.371 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.371 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.371 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.371 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.371 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.386 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.386 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.402 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.402 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.402 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.418 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.418 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.418 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.418 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.418 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.434 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.434 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.449 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.449 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.449 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.449 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.449 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.465 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.465 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.465 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.480 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.480 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.496 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.496 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.496 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.511 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.511 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.511 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.511 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.511 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.527 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.527 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.558 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.558 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.558 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.574 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.574 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.590 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.590 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.590 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:48:55.605 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:48:55.605 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:00.339 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:00.339 | Common:: deCodeLevel1 START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:00.339 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:00.432 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:13.649 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:21.975 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:21.991 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:22.069 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:22.178 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:23.537 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:23.569 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.287 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.334 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.397 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.444 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.506 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.553 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.615 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.647 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.709 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.756 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:24.818 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:27.693 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:28.365 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:28.380 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:28.396 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:28.412 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:28.458 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:28.458 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:28.458 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:49:28.490 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:28.490 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.301 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.364 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.426 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.473 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.551 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.598 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.660 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.707 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.770 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.801 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.879 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.910 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:34.973 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:35.004 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:35.067 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:35.098 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:35.176 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.99] INFO | 09-25-2025 16:49:35.910 | Common:: DecodeBase64 START
[System: 192.168.1.99] INFO | 09-25-2025 16:49:35.910 | Common:: deCodeLevel1 START
[System: 192.168.1.99] INFO | 09-25-2025 16:49:35.910 | Common:: DecodeBase64 START
[System: 192.168.1.99] ERROR | 09-25-2025 16:49:35.941 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.582 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.628 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.660 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.722 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.753 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.816 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.863 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.925 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:38.957 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.003 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.050 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.081 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.128 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.175 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.222 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:39.253 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:48.767 | ControlGenerator:: Entering GetCostCenterQuickViewSummary
[System: 192.168.1.73] INFO | 09-25-2025 16:49:48.783 | ControlGenerator:: Exiting GetCostCenterQuickViewSummary
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:48.783 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.002 | Common controller:: Inside GetDocumentViewScreenDetails
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.017 | Common controller::Exiting GetDocumentViewScreenDetails
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.017 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.033 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.064 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.080 | Property::Entering GetProperty
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.080 | Property::Exiting GetProperty
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.080 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.236 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.251 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.267 | Common:: GetDataSet START
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.267 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.283 | Common:: GetDataSet START
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.283 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.283 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.283 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.283 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.283 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.283 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.283 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.283 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.283 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/6b0e5328-4d89-412b-9566-b4e51864da24.png
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.283 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.283 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.283 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.298 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 16:49:49.298 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.298 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\6b0e5328-4d89-412b-9566-b4e51864da24.png
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.298 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 16:49:49.314 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.345 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.345 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.345 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 16:49:49.361 | Administration:: Exiting GetCostCenterListViewData
